channel_id,channel_title,channel_url,niche,subscriber_count
UCVz-R1SYavI-9vfp1xwCkGQ,Podcast da Enfermagem Roraimense,https://www.youtube.com/channel/UCVz-R1SYavI-9vfp1xwCkGQ,educação à distância,216
UCxjpc_bkxsXNbZQt4qt5J2w,Podcast Além da Sala de Aula,https://www.youtube.com/channel/UCxjpc_bkxsXNbZQt4qt5J2w,conhecimento,203
UCwl_BR_TthFPFErjQv70t0w,Pesquisa em Podcast - UNEMAT,https://www.youtube.com/channel/UCwl_BR_TthFPFErjQv70t0w,pesquisa,187
UCGSdH6CUvEaB_67yaysmmfw,Kefi Podcast,https://www.youtube.com/channel/UCGSdH6CUvEaB_67yaysmmfw,treinamento,185
UC2o0_DKGcDFMwI2YgbYaLlw,Nosi podcast,https://www.youtube.com/channel/UC2o0_DKGcDFMwI2YgbYaLlw,estudos,185
UCKcP37dd0CEzh_BuLJREEfg,Diretamente Podcast,https://www.youtube.com/channel/UCKcP37dd0CEzh_BuLJREEfg,capacitação,182
UCPCiv7bKS9wAKjz3a0ccFuQ,Ana Noronha Podcast,https://www.youtube.com/channel/UCPCiv7bKS9wAKjz3a0ccFuQ,ensino médio,181
UCF7L8hnqmKN3Ey5wsPRj9Gw,HISTÓRIAS DE PROFESSOR - PODCAST,https://www.youtube.com/channel/UCF7L8hnqmKN3Ey5wsPRj9Gw,docência,173
UCF5jIpNo9hFT5dQ40V0Ce1g,FITiozinho Podcast,https://www.youtube.com/channel/UCF5jIpNo9hFT5dQ40V0Ce1g,treinamento,172
UC9GFUMZ-H2eRgAuqgYYsqfQ,All Podcast,https://www.youtube.com/channel/UC9GFUMZ-H2eRgAuqgYYsqfQ,formação,171
UCsaR2BGHs4CSmY9MOdCQLPA,Ciência para Saúde - Podcast,https://www.youtube.com/channel/UCsaR2BGHs4CSmY9MOdCQLPA,pesquisa,171
UC_RdnxMlw1sIFecNNtqav_A,podcast Sala de Professor,https://www.youtube.com/channel/UC_RdnxMlw1sIFecNNtqav_A,ensino,163
UCswxjVqtHTQJjotz0lKM7MA,BUSCADORES DO CONHECIMENTO PODCAST,https://www.youtube.com/channel/UCswxjVqtHTQJjotz0lKM7MA,conhecimento,162
UCizOycZzVz4YPQDhti7d_-w,La Docencia como Arma de Vida (El Podcast),https://www.youtube.com/channel/UCizOycZzVz4YPQDhti7d_-w,docência,157
UCtZd084TaUUABh9bMDhZ_5g,Educação Parental com a Valeria Ferreira,https://www.youtube.com/channel/UCtZd084TaUUABh9bMDhZ_5g,aprendizagem,156
UCBgOsKqYdlHQGOppZ8QptmA,Desabafo Podcast,https://www.youtube.com/channel/UCBgOsKqYdlHQGOppZ8QptmA,aprendizado,144
UCUIIhsxhGXnKmIR8w0MCBkA,Sala dos Professores - Podcast,https://www.youtube.com/channel/UCUIIhsxhGXnKmIR8w0MCBkA,docência,143
UCnSSG-FxELUc786rP0HvB_w,Podcast Experience,https://www.youtube.com/channel/UCnSSG-FxELUc786rP0HvB_w,conhecimento,136
UCQC47rCiM34KW1Jsmf2OvRA,Oxitocina Podcast,https://www.youtube.com/channel/UCQC47rCiM34KW1Jsmf2OvRA,didática,132
UCKlf1uN45OXnsnjQwJ8aOrw,Alô Família PodCast,https://www.youtube.com/channel/UCKlf1uN45OXnsnjQwJ8aOrw,educação infantil,130
UCwjkS9Wfa56H95aikc-ABmw,Podcasts - Educação,https://www.youtube.com/channel/UCwjkS9Wfa56H95aikc-ABmw,aprendizagem,123
UCZGhFZ22fmmsuPcuZkN52yg,Professora Podcast,https://www.youtube.com/channel/UCZGhFZ22fmmsuPcuZkN52yg,docência,122
UCzqGWJ6p9d4HQ_-1-W8Kvpg,Lá Vem Eleição Podcast,https://www.youtube.com/channel/UCzqGWJ6p9d4HQ_-1-W8Kvpg,pesquisa,120
UCpLRxgrm3_fYepMPB_4MkeA,Podcast Mundaréu,https://www.youtube.com/channel/UCpLRxgrm3_fYepMPB_4MkeA,aprendizagem,117
UC98YzRrs1W0Nahb9SnHa3iQ,Podcast - Educação Física em Debate,https://www.youtube.com/channel/UC98YzRrs1W0Nahb9SnHa3iQ,educação,115
UCN4GU1mfQ0et_aqihPhOEEg,Pracadaponte Podcast,https://www.youtube.com/channel/UCN4GU1mfQ0et_aqihPhOEEg,didática,114
